id,brand,line,format,life_stage,breed_size,primary_proteins,grain_free,ingredients,allergen_tags,protein_pct,fat_pct,ash_pct,fiber_pct,moisture_pct,calcium_pct,phosphorus_pct,omega_6_fatty_acids,omega_3_fatty_acids,DHA,EPA,kcal_per_cup,kcal_per_kg,kibble_size,tags,size_kg,price,price_per_kg,retailer,image,source_url,updated_at
Performatrin-Ultra-Grain-free-Original,Performatrin Ultra,Grain-Free Original Recipe,dry,all,all,"Turkey,Salmon,Duck",TRUE,"Turkey, Turkey Meal, Peas, Salmon Meal, Duck Meal, Sweet Potato, Spray Dried Egg Product, Potato, Potato Protein, Chicken Fat (preserved with Mixed Tocopherols and Citric Acid), Lentils, Natural Flavour, Salmon Oil (preserved with Mixed Tocopherols and Citric Acid), Dried Tomato Pomace, Pea Fibre, Salt, Pumpkin, Cranberries, Blueberries, Choline Chloride, Chicory Root Extract, Dried Kelp, Dehydrated Alfalfa Meal, DL-Methionine, Dried Yeast, Taurine, Spinach, Blackberries, Ginger, Oregano, Yucca Schidigera Extract, Dandelion, Chamomile, Parsley, Marigold Extract (Tagetes erecta L.), Green Tea Extract, Rosemary Extract, Dried Lactobacillus acidophilus Fermentation Product, Dried Lactobacillus casei Fermentation Product, Dried Bifidobacterium bifidum Fermentation Product, Dried Enterococcus faecium Fermentation Product, Vitamins (Vitamin E Supplement, L-Ascorbyl-2-Polyphosphate [source of Vitamin C], Niacin Supplement, d-Calcium Pantothenate, Vitamin A Supplement, Thiamine Mononitrate, Riboflavin Supplement, Beta Carotene, Vitamin B12 Supplement, Biotin, Pyridoxine Hydrochloride, Vitamin D3 Supplement, Folic Acid), Minerals (Ferrous Sulfate, Zinc Proteinate, Iron Proteinate, Selenium Yeast, Zinc Oxide, Calcium Carbonate, Copper Sulfate, Manganese Proteinate, Copper Proteinate, Manganous Oxide, Calcium Iodate).","chicken,turkey,fish,egg,duck",37.0,16.0,0,4.0,10.0,0,0,2.4,0.5,0.1,0,410,3649,regular,"high-protein,grain-free,all-life-stages,probiotics,heart-health,skin-coat,dry",10.88,99.99,9.19,PetValu.ca,https://pvimages-prod.azureedge.net/FCM06336_p1.jpg,https://www.petvalu.ca/product/performatrin-ultra-grain-free-original-recipe-dog-food/FCM06336,2026-03-12
Performatrin-Ultra-Grain-free-Original-Large-Breed-Adult,Performatrin Ultra,Grain-Free Original Recipe Large Breed Adult,dry,adult,large,"Turkey,Salmon",TRUE,"Turkey, Turkey Meal, Chickpeas, Dried Potato, Lentils, Peas, Tapioca, Salmon Meal, Potato Protein, Chicken Fat (preserved with Mixed Tocopherols and Citric Acid), Spray Dried Egg Product, Duck Meal, Natural Flavour, Dried Tomato Pomace, Flaxseed, Dried Apple Pomace, Salmon Oil (preserved with Mixed Tocopherols and Citric Acid), Sweet Potato, Broccoli, Pumpkin, Carrots, Salt, Kale, Chicory Root Extract, Dried Kelp, Choline Chloride, Taurine, Apples, Blueberries, Cranberries, DL-Methionine, Dried Yeast, Glucosamine Hydrochloride, Chondroitin Sulfate, New Zealand Green Mussel, Parsley, Turmeric, Cinnamon, L-Carnitine, Yucca Schidigera Extract, Fennel, Green Tea Extract, Garlic, Rosemary Extract, Dried Lactobacillus acidophilus Fermentation Product, Dried Lactobacillus casei Fermentation Product, Dried Bifidobacterium bifidum Fermentation Product, Dried Enterococcus faecium Fermentation Product, Vitamins (Vitamin E Supplement, L-Ascorbyl-2-Polyphosphate [source of Vitamin C], Niacin Supplement, d-Calcium Pantothenate, Vitamin A Supplement, Thiamine Mononitrate, Riboflavin Supplement, Beta Carotene, Vitamin B12 Supplement, Biotin, Pyridoxine Hydrochloride, Vitamin D3 Supplement, Folic Acid), Minerals (Ferrous Sulfate, Zinc Proteinate, Iron Proteinate, Selenium Yeast, Zinc Oxide, Calcium Carbonate, Copper Sulfate, Manganese Proteinate, Copper Proteinate, Manganous Oxide, Calcium Iodate).","chicken,turkey,fish,egg,duck",28.0,12.0,0,5.5,10.0,1.0,0.75,1.75,0.75,0.12,0.048,363,3231,large,"high-fiber,grain-free,adult,large-breed,probiotics,joint-support,heart-health,skin-coat,l-carnitine,dry",10.88,99.99,9.19,PetValu.ca,https://pvimages-prod.azureedge.net/FCM06333_p1.jpg,https://www.petvalu.ca/product/performatrin-ultra-grain-free-original-recipe-large-breed-adult-dog-food/FCM06333,2026-03-12
Performatrin-Ultra-Grain-free-Original-Large-Breed-Puppy,Performatrin Ultra,Grain-Free Original Recipe Large Breed Puppy,dry,puppy,large,"Turkey,Salmon",TRUE,"Turkey, Turkey Meal, Lentils, Peas, Salmon Meal, Dried Potato, Chickpeas, Tapioca, Chicken Fat (preserved with Mixed Tocopherols and Citric Acid), Duck Meal, Spray Dried Egg Product, Potato Protein, Natural Flavour, Dried Tomato Pomace, Flaxseed, Dried Apple Pomace, Dried Whey Protein Concentrate,  Salmon Oil (preserved with Mixed Tocopherols and Citric Acid), Sweet Potato, Broccoli, Pumpkin, Carrots, Salt, Kale, Chicken Cartilage, Chicory Root Extract, Dried Kelp, Choline Chloride, Apples, Blueberries, Cranberries, Potassium Chloride, DL-Methionine, Dried Yeast, Taurine, Parsley, New Zealand Green Mussel, Turmeric, Cinnamon, L-Carnitine, Yucca Schidigera Extract, Fennel, Monocalcium Phosphate, Green Tea Extract, Garlic, Rosemary Extract, Dried Lactobacillus acidophilus Fermentation Product, Dried Lactobacillus casei Fermentation Product, Dried Bifidobacterium bifidum Fermentation Product, Dried Enterococcus faecium Fermentation Product, Vitamins (Vitamin E Supplement, L-Ascorbyl-2-Polyphosphate [source of Vitamin C], Niacin Supplement, d-Calcium Pantothenate, Vitamin A Supplement, Thiamine Mononitrate, Riboflavin Supplement, Beta Carotene, Vitamin B12 Supplement, Biotin, Pyridoxine Hydrochloride, Vitamin D3 Supplement, Folic Acid), Minerals (Ferrous Sulfate, Zinc Proteinate, Iron Proteinate, Selenium Yeast, Zinc Oxide, Calcium Carbonate, Copper Sulfate, Manganese Proteinate, Copper Proteinate, Manganous Oxide, Calcium Iodate).","chicken,turkey,fish,egg,dairy,duck",30.0,14.0,0,5.0,10.0,1.1,0.9,1.8,0.85,0.15,0.06,381,3391,large,"high-protein,high-fiber,grain-free,puppy,large-breed,probiotics,heart-health,skin-coat,l-carnitine,dry",10.88,99.99,9.19,PetValu.ca,https://pvimages-prod.azureedge.net/FCM06334_p1.jpg,https://www.petvalu.ca/product/performatrin-ultra-grain-free-original-recipe-large-breed-puppy-dog-food/FCM06334,2026-03-12
Performatrin-Ultra-Grain-free-Original-Puppy,Performatrin Ultra,Grain-Free Original Recipe Puppy,dry,puppy,all,"Turkey,Salmon,Duck",TRUE,"Turkey, Turkey Meal, Peas, Salmon Meal, Duck Meal, Sweet Potato, Spray Dried Egg Product, Potato, Potato Protein, Chicken Fat (preserved with Mixed Tocopherols and Citric Acid), Lentils, Natural Flavour, Salmon Oil (preserved with Mixed Tocopherols and Citric Acid), Dried Tomato Pomace, Pea Fibre, Salt, Pumpkin, Cranberries, Blueberries, Choline Chloride, Chicory Root Extract, Dried Kelp, Dehydrated Alfalfa Meal, DL-Methionine, Dried Yeast, Taurine, Spinach, Blackberries, Ginger, Oregano, Yucca Schidigera Extract, Dandelion, Chamomile, Parsley, Marigold Extract (Tagetes erecta L.), Green Tea Extract, Rosemary Extract, Dried Lactobacillus acidophilus Fermentation Product, Dried Lactobacillus casei Fermentation Product, Dried Bifidobacterium bifidum Fermentation Product, Dried Enterococcus faecium Fermentation Product, Vitamins (Vitamin E Supplement, L-Ascorbyl-2-Polyphosphate [source of Vitamin C], Niacin Supplement, d-Calcium Pantothenate, Vitamin A Supplement, Thiamine Mononitrate, Riboflavin Supplement, Beta Carotene, Vitamin B12 Supplement, Biotin, Pyridoxine Hydrochloride, Vitamin D3 Supplement, Folic Acid), Minerals (Ferrous Sulfate, Zinc Proteinate, Iron Proteinate, Selenium Yeast, Zinc Oxide, Calcium Carbonate, Copper Sulfate, Manganese Proteinate, Copper Proteinate, Manganous Oxide, Calcium Iodate).","chicken,turkey,fish,egg,duck",37.0,16.0,0,4.0,10.0,1.0,0.8,2.4,0.5,0.1,0,410,3649,regular,"high-protein,grain-free,puppy,probiotics,heart-health,skin-coat,dry",10.88,99.99,9.19,PetValu.ca,https://pvimages-prod.azureedge.net/FCM06337_p1.jpg,https://www.petvalu.ca/product/performatrin-ultra-grain-free-original-recipe-puppy-dog-food/FCM06337,2026-03-12
Performatrin-Ultra-Grain-free-Original-Small-Bite,Performatrin Ultra,Grain-Free Original Recipe Small Bite,dry,all,small,"Turkey,Salmon,Duck",TRUE,"Turkey, Turkey Meal, Peas, Salmon Meal, Duck Meal, Sweet Potato, Spray Dried Egg Product, Potato, Potato Protein, Chicken Fat (preserved with Mixed Tocopherols and Citric Acid), Lentils, Natural Flavour, Salmon Oil (preserved with Mixed Tocopherols and Citric Acid), Dried Tomato Pomace, Pea Fibre, Salt, Pumpkin, Cranberries, Blueberries, Choline Chloride, Chicory Root Extract, Dried Kelp, Dehydrated Alfalfa Meal, DL-Methionine, Dried Yeast, Taurine, Spinach, Blackberries, Ginger, Oregano, Yucca Schidigera Extract, Dandelion, Chamomile, Parsley, Marigold Extract (Tagetes erecta L.), Green Tea Extract, Rosemary Extract, Dried Lactobacillus acidophilus Fermentation Product, Dried Lactobacillus casei Fermentation Product, Dried Bifidobacterium bifidum Fermentation Product, Dried Enterococcus faecium Fermentation Product, Vitamins (Vitamin E Supplement, L-Ascorbyl-2-Polyphosphate [source of Vitamin C], Niacin Supplement, d-Calcium Pantothenate, Vitamin A Supplement, Thiamine Mononitrate, Riboflavin Supplement, Beta Carotene, Vitamin B12 Supplement, Biotin, Pyridoxine Hydrochloride, Vitamin D3 Supplement, Folic Acid), Minerals (Ferrous Sulfate, Zinc Proteinate, Iron Proteinate, Selenium Yeast, Zinc Oxide, Calcium Carbonate, Copper Sulfate, Manganese Proteinate, Copper Proteinate, Manganous Oxide, Calcium Iodate).","chicken,turkey,fish,egg,duck",37.0,16.0,0,4.0,10.0,0,0,2.4,0.5,0.1,0,439,3907,small,"high-protein,grain-free,all-life-stages,small-breed,probiotics,heart-health,skin-coat,dry",5.44,63.99,11.76,PetValu.ca,https://pvimages-prod.azureedge.net/FCM06338_p1.jpg,https://www.petvalu.ca/product/performatrin-ultra-grain-free-original-recipe-small-bite-dog-food/FCM06338,2026-03-12
Performatrin-Ultra-Grain-free-Prairie,Performatrin Ultra,Grain-Free Prairie Recipe,dry,all,all,"Lamb,Duck",TRUE,"Lamb, Duck Meal, Lentils, Lamb Meal, Peas, Pea Protein, Chickpeas, Canola Oil (preserved with Mixed Tocopherols and Citric Acid), Tapioca Starch, Dried Peas, Herring Meal, Dehydrated Alfalfa Meal, Salmon Oil (preserved with Mixed Tocopherols and Citric Acid), Natural Flavour, Flaxseed, Pea Fibre, Salt, Chicory Root Extract, Dried Kelp, Choline Chloride, Taurine, Dried Yeast, Dried Carrots, Dried Sweet Potato, Dried Apples, Dried Blueberries, Dried Cranberries, Ginger, Oregano, Yucca Schidigera Extract, Dandelion, Parsley, Chamomile, Rosemary Extract, Dried Lactobacillus acidophilus Fermentation Product, Dried Lactobacillus casei Fermentation Product, Dried Bifidobacterium bifidum Fermentation Product, Dried Enterococcus faecium Fermentation Product, Vitamins (Vitamin E Supplement, L-Ascorbyl-2-Polyphosphate [source of Vitamin C], Niacin Supplement, d-Calcium Pantothenate, Vitamin A Supplement, Thiamine Mononitrate, Riboflavin Supplement, Beta Carotene, Vitamin B12 Supplement, Biotin, Pyridoxine Hydrochloride, Vitamin D3 Supplement, Folic Acid), Minerals (Ferrous Sulfate, Zinc Proteinate, Iron Proteinate, Selenium Yeast, Zinc Oxide, Calcium Carbonate, Copper Sulfate, Manganese Proteinate, Copper Proteinate, Manganous Oxide, Calcium Iodate).","lamb,fish,duck",32.0,15.0,0,4.5,10.0,0,0,2.6,1.0,0.1,0,397,3533,regular,"high-protein,grain-free,all-life-stages,probiotics,heart-health,skin-coat,dry",10.88,99.99,9.19,PetValu.ca,https://pvimages-prod.azureedge.net/FCM06339_p1.jpg,https://www.petvalu.ca/product/performatrin-ultra-grain-free-prairie-recipe-dog-food/FCM06339,2026-03-12
Performatrin-Ultra-Grain-free-Senior,Performatrin Ultra,Grain-Free Senior Recipe,dry,senior,all,"Turkey,Duck",TRUE,"Turkey (source of Glucosamine and Chondroitin Sulfate), Lentils, Peas, Dried Potato, Chickpeas, Tapioca, Duck Meal, Potato Protein, Chicken Fat (preserved with Mixed Tocopherols and Citric Acid), Chicken, Natural Flavour, Salmon Oil (preserved with Mixed Tocopherols and Citric Acid), Dried Tomato Pomace, Broccoli, Pumpkin, Flaxseed, Vitamin E Supplement, Kale, Dried Marine Microalgae, DL-Methionine, Chicory Root Extract, Dried Kelp, Choline Chloride, Taurine, Apples, Blueberries, Cranberries, Dried Yeast, New Zealand Green Mussel, L-Ascorbyl-2-Polyphosphate (source of Vitamin C), Parsley, Turmeric, Cinnamon, Yucca Schidigera Extract, L-Carnitine, Fennel Seed, Green Tea Extract, Garlic, Rosemary Extract, Dried Lactobacillus acidophilus Fermentation Product, Dried Lactobacillus casei Fermentation Product, Dried Bifidobacterium bifidum Fermentation Product, Dried Enterococcus faecium Fermentation Product, Vitamins (Niacin Supplement, d-Calcium Pantothenate, Vitamin A Supplement, Thiamine Mononitrate, Riboflavin Supplement, Beta Carotene, Vitamin B12 Supplement, Biotin, Pyridoxine Hydrochloride, Vitamin D3 Supplement, Folic Acid), Minerals (Ferrous Sulfate, Zinc Proteinate, Iron Proteinate, Selenium Yeast, Zinc Oxide, Calcium Carbonate, Copper Sulfate, Manganese Proteinate, Copper Proteinate, Manganous Oxide, Calcium Iodate).","chicken,turkey,fish,duck",23.0,12.0,0,6.0,10.0,0.55,0.45,2.0,0.55,0.14,0.056,397,3533,regular,"high-fiber,grain-free,senior,probiotics,joint-support,heart-health,skin-coat,l-carnitine,dry",10.88,99.99,9.19,PetValu.ca,https://pvimages-prod.azureedge.net/FCM06340_p1.jpg,https://www.petvalu.ca/product/performatrin-ultra-grain-free-senior-recipe-dog-food/FCM06340,2026-03-12
Performatrin-Ultra-Grain-free-Senior-Small-Bite,Performatrin Ultra,Grain-Free Senior Recipe Small Bite,dry,senior,small,"Turkey,Duck",TRUE,"Turkey (source of Glucosamine and Chondroitin Sulfate), Lentils, Peas, Dried Potato, Chickpeas, Tapioca, Duck Meal, Potato Protein, Chicken Fat (preserved with Mixed Tocopherols and Citric Acid), Chicken, Natural Flavour, Salmon Oil (preserved with Mixed Tocopherols and Citric Acid), Dried Tomato Pomace, Broccoli, Pumpkin, Flaxseed, Vitamin E Supplement, Kale, Dried Marine Microalgae, DL-Methionine, Chicory Root Extract, Dried Kelp, Choline Chloride, Taurine, Apples, Blueberries, Cranberries, Dried Yeast, New Zealand Green Mussel, L-Ascorbyl-2-Polyphosphate (source of Vitamin C), Parsley, Turmeric, Cinnamon, Yucca Schidigera Extract, L-Carnitine, Fennel Seed, Green Tea Extract, Garlic, Rosemary Extract, Dried Lactobacillus acidophilus Fermentation Product, Dried Lactobacillus casei Fermentation Product, Dried Bifidobacterium bifidum Fermentation Product, Dried Enterococcus faecium Fermentation Product, Vitamins (Niacin Supplement, d-Calcium Pantothenate, Vitamin A Supplement, Thiamine Mononitrate, Riboflavin Supplement, Beta Carotene, Vitamin B12 Supplement, Biotin, Pyridoxine Hydrochloride, Vitamin D3 Supplement, Folic Acid), Minerals (Ferrous Sulfate, Zinc Proteinate, Iron Proteinate, Selenium Yeast, Zinc Oxide, Calcium Carbonate, Copper Sulfate, Manganese Proteinate, Copper Proteinate, Manganous Oxide, Calcium Iodate).","chicken,turkey,fish,duck",23.0,12.0,0,6.0,10.0,0.55,0.45,2.0,0.55,0.14,0.056,433,3854,small,"high-fiber,grain-free,senior,small-breed,probiotics,joint-support,heart-health,skin-coat,l-carnitine,dry",5.44,63.99,11.76,PetValu.ca,https://pvimages-prod.azureedge.net/FCM06341_p1.jpg,https://www.petvalu.ca/product/performatrin-ultra-grain-free-senior-recipe-small-bite-dog-food/FCM06341,2026-03-12
Performatrin-Ultra-Limited-Ingredient-Kangaroo-Adult,Performatrin Ultra,Limited Ingredient Kangaroo Recipe Adult,dry,adult,all,Kangaroo,TRUE,"Kangaroo, Peas, Chickpeas, Dried Peas, Lentils, Kangaroo Meal, Pea Protein, Canola Oil (preserve with Mixed Tocopherols and Citric Acid), Dehydrated Alfalfa Meal, Flaxseeds, Coconut Oil, Natural Flavor, Salt, Marine Microalgae Oil, DL-Methionine, Choline Chloride, Taurine, Yucca Schidigera Extract, Rosemary Extract, Vitamins (Vitamin E Supplement, L-Ascorbyl-2-Polyphosphate [source of Vitamin C], Niacin Supplement, d-Calcium Pantothenate, Vitamin A Supplement, Thiamine Mononitrate, Riboflavin Supplement, Beta Carotene, Vitamin B12 Supplement, Biotin, Pyridoxine Hydrochloride, Vitamin D3 Supplement, Folic Acid), Minerals (Ferrous Sulfate, Zinc Proteinate, Iron Proteinate, Selenium Yeast, Zinc Oxide, Calcium Carbonate, Copper Sulfate, Manganese Proteinate, Copper Proteinate, Manganous Oxide, Calcium Iodate).",kangaroo,24.0,14.0,0,5.5,10.0,0,0,1.7,1.0,0.05,0,388,3460,regular,"high-fiber,limited-ingredient,grain-free,adult,heart-health,dry",10.9,118.99,10.92,PetValu.ca,https://pvimages-prod.azureedge.net/FCM07083_p1.jpg,https://www.petvalu.ca/product/performatrin-ultra-limited-ingredient-kangaroo-recipe-adult-dog-food/FCM07083,2026-03-12
Performatrin-Ultra-Limited-Ingredient-Kangaroo-Small-Bite-Adult,Performatrin Ultra,Limited Ingredient Kangaroo Recipe Small Bite Adult,dry,adult,small,Kangaroo,TRUE,"Kangaroo, Peas, Chickpeas, Dried Peas, Lentils, Kangaroo Meal, Pea Protein, Canola Oil (Preserve With Mixed Tocopherols And Citric Acid), Dehydrated Alfalfa Meal, Flaxseeds, Coconut Oil, Natural Flavour, Salt, Marine Microalgae Oil, DL-Methionine, Choline Chloride, Taurine, Yucca Schidigera Extract, Rosemary Extract, Vitamins (Vitamin E Supplement, L-Ascorbyl-2-Polyphosphate [Source Of Vitamin C], Niacin Supplement, D-Calcium Pantothenate, Vitamin A Supplement, Thiamine Mononitrate, Riboflavin Supplement, Beta Carotene, Vitamin B12 Supplement, Biotin, Pyridoxine Hydrochloride, Vitamin D3 Supplement, Folic Acid), Minerals (Ferrous Sulfate, Zinc Proteinate, Iron Proteinate, Selenium Yeast, Zinc Oxide, Calcium Carbonate, Copper Sulfate, Manganese Proteinate, Copper Proteinate, Manganous Oxide, Calcium Iodate).",kangaroo,24.0,14.0,0,5.5,10.0,0,0,1.7,1.0,0.05,0,415,3460,small,"high-fiber,limited-ingredient,grain-free,adult,small-breed,heart-health,dry",5.44,64.99,11.95,PetValu.ca,https://pvimages-prod.azureedge.net/FCM08623_p1.jpg,https://www.petvalu.ca/product/performatrin-ultra-limited-ingredient-kangaroo-recipe-small-bite-adult-dog-food/FCM08623,2026-03-12
Performatrin-Ultra-Limited-Ingredient-Potato-And-Duck-Adult,Performatrin Ultra,Limited Ingredient Potato & Duck Recipe Adult,dry,adult,all,Duck,TRUE,"Potato, Duck, Duck Meal, Potato Protein, Canola Oil (preserved with Mixed Tocopherols and Citric Acid), Natural Flavour, Dried Apple Pomace, Salt, Dried Marine Microalgae, Chicory Root Extract, DL-Methionine, Taurine, Choline Chloride, Yucca Schidigera Extract, Rosemary Extract, Vitamins (Vitamin E Supplement, L-Ascorbyl-2-Polyphosphate [source of Vitamin C], Niacin Supplement, d-Calcium Pantothenate, Vitamin A Supplement, Thiamine Mononitrate, Riboflavin Supplement, Beta Carotene, Vitamin B12 Supplement, Biotin, Pyridoxine Hydrochloride, Vitamin D3 Supplement, Folic Acid), Minerals (Ferrous Sulfate, Zinc Proteinate, Iron Proteinate, Selenium Yeast, Zinc Oxide, Calcium Carbonate, Copper Sulfate, Manganese Proteinate, Copper Proteinate, Manganous Oxide, Calcium Iodate).",duck,26.0,14.0,0,4.0,10.0,0,0,2.25,0.7,0.05,0,417,3711,regular,"limited-ingredient,grain-free,adult,heart-health,dry",10.88,118.99,10.94,PetValu.ca,https://pvimages-prod.azureedge.net/FCM06344_p1.jpg,https://www.petvalu.ca/product/performatrin-ultra-limited-ingredient-potato-duck-recipe-adult-dog-food/FCM06344,2026-03-12
Performatrin-Ultra-Limited-Ingredient-Potato-And-Salmon-Adult,Performatrin Ultra,Limited Ingredient Potato & Salmon Recipe Adult,dry,adult,all,Salmon,TRUE,"Potato, Salmon, Salmon Meal, Potato Protein, Canola Oil (preserved with Mixed Tocopherols and Citric Acid), Coconut Oil, Dried Apple Pomace, Natural Flavour, Salt, Choline Chloride, DL-Methionine, Chicory Root Extract, Yucca Schidigera Extract, Taurine,  Rosemary Extract, Vitamins (Vitamin E Supplement, L-Ascorbyl-2-Polyphosphate [source of Vitamin C], Niacin Supplement, d-Calcium Pantothenate, Vitamin A Supplement, Thiamine Mononitrate, Riboflavin Supplement, Beta Carotene, Vitamin B12 Supplement, Biotin, Pyridoxine Hydrochloride, Vitamin D3 Supplement, Folic Acid), Minerals (Ferrous Sulfate, Zinc Proteinate, Iron Proteinate, Selenium Yeast, Zinc Oxide, Calcium Carbonate, Copper Sulfate, Manganese Proteinate, Copper Proteinate, Manganous Oxide, Calcium Iodate).",fish,27.0,14.0,0,4.0,10.0,0,0,2.1,1.0,0.2,0,415,3694,regular,"limited-ingredient,grain-free,adult,heart-health,dry",10.88,118.99,10.94,PetValu.ca,https://pvimages-prod.azureedge.net/FCM06346_p1.jpg,https://www.petvalu.ca/product/performatrin-ultra-limited-ingredient-potato-salmon-recipe-adult-dog-food/FCM06346,2026-03-12
Performatrin-Ultra-Limited-Ingredient-Potato-And-Turkey-Adult,Performatrin Ultra,Limited Ingredient Potato & Turkey Recipe Adult,dry,adult,all,Turkey,TRUE,"Potato, Turkey, Turkey Meal, Canola Oil (preserved with Mixed Tocopherols and Citric Acid), Potato Protein, Natural Flavour, Dried Apple Pomace, Salt, Dried Marine Microalgae, DL-Methionine, Choline Chloride, Chicory Root Extract, Taurine, Yucca Schidigera Extract, Rosemary Extract, Vitamins (Vitamin E Supplement, L-Ascorbyl-2-Polyphosphate [source of Vitamin C], Niacin Supplement, d-Calcium Pantothenate, Vitamin A Supplement, Thiamine Mononitrate, Riboflavin Supplement, Beta Carotene, Vitamin B12 Supplement, Biotin, Pyridoxine Hydrochloride, Vitamin D3 Supplement, Folic Acid), Minerals (Ferrous Sulfate, Zinc Proteinate, Iron Proteinate, Selenium Yeast, Zinc Oxide, Calcium Carbonate, Copper Sulfate, Manganese Proteinate, Copper Proteinate, Manganous Oxide, Calcium Iodate).",turkey,27.0,14.0,0,4.0,10.0,0,0,2.75,0.65,0.05,0,410,3649,regular,"limited-ingredient,grain-free,adult,heart-health,dry",10.88,108.99,10.02,PetValu.ca,https://pvimages-prod.azureedge.net/FCM06347_p1.jpg,https://www.petvalu.ca/product/performatrin-ultra-limited-ingredient-potato-turkey-recipe-adult-dog-food/FCM06347,2026-03-12
Performatrin-Ultra-Limited-Ingredient-Sweet-Potato-And-Chicken-Adult,Performatrin Ultra,Limited Ingredient Sweet Potato & Chicken Recipe Adult,dry,adult,all,Chicken,TRUE,"Sweet Potato, Chicken, Chicken Meal, Peas, Chicken Fat (preserved with Mixed Tocopherols and Citric Acid), Natural Flavour, Pea Fibre, Flaxseed, Salmon Oil (preserved with Mixed Tocopherols and Citric Acid), Salt, DL-Methionine, Choline Chloride, Taurine, Yucca Schidigera Extract, Rosemary Extract, Vitamins (Vitamin E Supplement, L-Ascorbyl-2-Polyphosphate [source of Vitamin C], Niacin Supplement, d-Calcium Pantothenate, Vitamin A Supplement, Thiamine Mononitrate, Riboflavin Supplement, Beta Carotene, Vitamin B12 Supplement, Biotin, Pyridoxine Hydrochloride, Vitamin D3 Supplement, Folic Acid), Minerals (Ferrous Sulfate, Zinc Proteinate, Iron Proteinate, Selenium Yeast, Zinc Oxide, Calcium Carbonate, Copper Sulfate, Manganese Proteinate, Copper Proteinate, Manganous Oxide, Calcium Iodate).","chicken,fish",25.0,12.0,0,4.5,10.0,0,0,1.75,0.65,0.05,0,399,3551,regular,"limited-ingredient,grain-free,adult,heart-health,skin-coat,dry",10.88,108.99,10.02,PetValu.ca,https://pvimages-prod.azureedge.net/FCM06348_p1.jpg,https://www.petvalu.ca/product/performatrin-ultra-limited-ingredient-sweet-potato-chicken-recipe-adult-dog-food/FCM06348,2026-03-12
Performatrin-Ultra-Limited-Ingredient-Sweet-Potato-And-Fish-Adult,Performatrin Ultra,Limited Ingredient Sweet Potato & Fish Recipe Adult,dry,adult,all,Salmon,TRUE,"Sweet Potato, Salmon, Salmon Meal, Dried Potato, Canola Oil (preserved with Mixed Tocopherols and Citric Acid), Natural Flavour, Flaxseed, Salmon Oil (preserved with Mixed Tocopherols and Citric Acid), Salt, Choline Chloride, DL-Methionine, Yucca Schidigera Extract, Taurine, Rosemary Extract, Vitamins (Vitamin E Supplement, L-Ascorbyl-2-Polyphosphate [source of Vitamin C], Niacin Supplement, d-Calcium Pantothenate, Vitamin A Supplement, Thiamine Mononitrate, Riboflavin Supplement, Beta Carotene, Vitamin B12 Supplement, Biotin, Pyridoxine Hydrochloride, Vitamin D3 Supplement, Folic Acid), Minerals (Ferrous Sulfate, Zinc Proteinate, Iron Proteinate, Selenium Yeast, Zinc Oxide, Calcium Carbonate, Copper Sulfate, Manganese Proteinate, Copper Proteinate, Manganous Oxide, Calcium Iodate).",fish,23.0,11.0,0,4.0,10.0,0,0,1.5,1.1,0.2,0,388,3453,regular,"limited-ingredient,grain-free,adult,heart-health,skin-coat,dry",10.88,118.99,10.94,PetValu.ca,https://pvimages-prod.azureedge.net/FCM06349_p1.jpg,https://www.petvalu.ca/product/performatrin-ultra-limited-ingredient-sweet-potato-fish-recipe-adult-dog-food/FCM06349,2026-03-12
Performatrin-Ultra-Limited-Ingredient-Sweet-Potato-And-Fish-Small-Bite-Adult,Performatrin Ultra,Limited Ingredient Sweet Potato & Fish Recipe Small Bite Adult,dry,adult,small,Salmon,TRUE,"Sweet Potato, Salmon, Salmon Meal, Dried Potato, Canola Oil (preserved with Mixed Tocopherols and Citric Acid), Natural Flavour, Flaxseed, Salmon Oil (preserved with Mixed Tocopherols and Citric Acid), Salt, Choline Chloride, DL-Methionine, Yucca Schidigera Extract, Taurine, Rosemary Extract, Vitamins (Vitamin E Supplement, L-Ascorbyl-2-Polyphosphate [source of Vitamin C], Niacin Supplement, d-Calcium Pantothenate, Vitamin A Supplement, Thiamine Mononitrate, Riboflavin Supplement, Beta Carotene, Vitamin B12 Supplement, Biotin, Pyridoxine Hydrochloride, Vitamin D3 Supplement, Folic Acid), Minerals (Ferrous Sulfate, Zinc Proteinate, Iron Proteinate, Selenium Yeast, Zinc Oxide, Calcium Carbonate, Copper Sulfate, Manganese Proteinate, Copper Proteinate, Manganous Oxide, Calcium Iodate).",fish,23.0,11.0,0,4.0,10.0,0,0,1.5,1.1,0.2,0,415,3694,small,"limited-ingredient,grain-free,adult,small-breed,heart-health,skin-coat,dry",5.44,64.99,11.95,PetValu.ca,https://pvimages-prod.azureedge.net/FCM06350_p1.jpg,https://www.petvalu.ca/product/performatrin-ultra-limited-ingredient-sweet-potato-fish-recipe-small-bite-adult-dog-food/FCM06350,2026-03-12
